Thu Apr 25 16:16:03 2024    output.prof

         5965240 function calls (5067064 primitive calls) in 68.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2111    0.065    0.000    0.109    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\distributions\normal.py:101(entropy)
    15213    0.052    0.000    0.109    0.000 {built-in method builtins.all}
     2048    0.007    0.000    0.108    0.000 I:/Programming/CleanRL/cleanrl/cleanrl/ppo_continuous_action.py:129(<lambda>)
     8255    0.107    0.000    0.107    0.000 {method 'chunk' of 'torch._C.TensorBase' objects}
     8192    0.017    0.000    0.105    0.000 <__array_function__ internals>:177(cumsum)
     4222    0.102    0.000    0.102    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\distributions\constraints.py:331(check)
    16637    0.096    0.000    0.096    0.000 {method 'permute' of 'torch._C.TensorBase' objects}
       63    0.001    0.000    0.094    0.001 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\utils.py:376(<listcomp>)
     2016    0.092    0.000    0.093    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\datasets.py:65(_prepare_imgs)
     2052    0.008    0.000    0.092    0.000 <__array_function__ internals>:177(mean)
        1    0.091    0.091    0.091    0.091 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\glfw\__init__.py:718(init)
     6516    0.027    0.000    0.091    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:69(_wrapreduction)
     2512    0.090    0.000    0.090    0.000 {built-in method torch.tensor}
     4096    0.009    0.000    0.087    0.000 <__array_function__ internals>:177(sum)
    66166    0.050    0.000    0.083    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\batchnorm.py:418(_check_input_dim)
     8129    0.016    0.000    0.082    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\utils.py:337(<listcomp>)
      386    0.081    0.000    0.081    0.000 {method 'decompress' of 'zlib.Decompress' objects}
    10289    0.028    0.000    0.080    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\dict.py:106(is_np_flattenable)
     2048    0.008    0.000    0.079    0.000 {method 'clip' of 'numpy.generic' objects}
        1    0.000    0.000    0.078    0.078 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\registration.py:697(make)
     49/4    0.000    0.000    0.077    0.019 <frozen importlib._bootstrap>:1022(_find_and_load)
     49/4    0.000    0.000    0.077    0.019 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
      567    0.021    0.000    0.077    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\utils.py:98(forward)
     2050    0.008    0.000    0.076    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\vector\utils\numpy_utils.py:54(_concatenate_base)
     2052    0.014    0.000    0.076    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:3345(mean)
        1    0.000    0.000    0.076    0.076 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\module.py:1047(to)
    162/1    0.002    0.000    0.076    0.076 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\module.py:799(_apply)
     46/4    0.000    0.000    0.075    0.019 <frozen importlib._bootstrap>:664(_load_unlocked)
     39/4    0.000    0.000    0.075    0.019 <frozen importlib._bootstrap_external>:877(exec_module)
     8192    0.016    0.000    0.074    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:2523(cumsum)
     57/4    0.000    0.000    0.074    0.018 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
    31119    0.073    0.000    0.074    0.000 {built-in method numpy.array}
     42/4    0.001    0.000    0.073    0.018 {built-in method builtins.exec}
74637/12613    0.070    0.000    0.072    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\module.py:2333(named_modules)
      208    0.000    0.000    0.072    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\module.py:1146(convert)
    16258    0.071    0.000    0.071    0.000 {method 'swapaxes' of 'torch._C.TensorBase' objects}
    12671    0.070    0.000    0.070    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     2050    0.006    0.000    0.069    0.000 <__array_function__ internals>:177(stack)
     2111    0.069    0.000    0.069    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\distributions\constraints.py:344(check)
     2111    0.014    0.000    0.068    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\distributions\utils.py:22(broadcast_all)
      395    0.067    0.000    0.067    0.000 {built-in method zlib.crc32}
     4096    0.013    0.000    0.067    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:2188(sum)
    76272    0.067    0.000    0.067    0.000 {method 'size' of 'torch._C.TensorBase' objects}
     8150    0.067    0.000    0.067    0.000 {method 'astype' of 'numpy.ndarray' objects}
     2048    0.022    0.000    0.066    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\walker2d_v4.py:223(control_cost)
     8129    0.065    0.000    0.065    0.000 {built-in method torch.flatten}
     2930    0.003    0.000    0.065    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_tensor.py:939(__rsub__)
    46254    0.043    0.000    0.063    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\container.py:207(__iter__)
     2930    0.062    0.000    0.062    0.000 {built-in method torch.rsub}
     2052    0.026    0.000    0.062    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\_methods.py:164(_mean)
      189    0.025    0.000    0.062    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\functional.py:1864(gumbel_softmax)
    10249    0.061    0.000    0.061    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
     4223    0.013    0.000    0.061    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_tensor.py:1012(__iter__)
     2116    0.008    0.000    0.060    0.000 <__array_function__ internals>:177(prod)
       63    0.010    0.000    0.059    0.001 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:542(<listcomp>)
     2159    0.009    0.000    0.058    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\utils.py:196(<listcomp>)
   126/63    0.000    0.000    0.058    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_jit_internal.py:489(fn)
       63    0.014    0.000    0.058    0.001 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:506(<listcomp>)
       63    0.000    0.000    0.057    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\functional.py:975(_return_counts)
       63    0.000    0.000    0.057    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\functional.py:755(_unique_impl)
       63    0.000    0.000    0.057    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\_utils\collate.py:216(default_collate)
       63    0.056    0.001    0.056    0.001 {built-in method unique_dim}
   252/63    0.002    0.000    0.056    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\_utils\collate.py:88(collate)
        1    0.000    0.000    0.055    0.055 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_cli.py:106(cli)
        1    0.000    0.000    0.055    0.055 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_cli.py:263(_cli_impl)
      568    0.054    0.000    0.054    0.000 {built-in method torch.where}
     2363    0.053    0.000    0.053    0.000 {method 'log' of 'torch._C.TensorBase' objects}
       63    0.001    0.000    0.052    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\_utils\collate.py:144(<listcomp>)
       63    0.017    0.000    0.052    0.001 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:470(_step_exp_avg)
        1    0.000    0.000    0.051    0.051 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\registration.py:543(load_env_creator)
        1    0.000    0.000    0.051    0.051 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\importlib\__init__.py:108(import_module)
      2/1    0.000    0.000    0.051    0.051 <frozen importlib._bootstrap>:1038(_gcd_import)
       63    0.019    0.000    0.050    0.001 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:96(_update_dist)
    12512    0.018    0.000    0.050    0.000 <__array_function__ internals>:177(ndim)
      126    0.001    0.000    0.050    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\utils\data\_utils\collate.py:155(collate_tensor_fn)
     2300    0.049    0.000    0.049    0.000 {built-in method torch.exp}
    75177    0.030    0.000    0.049    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\backends\__init__.py:36(__get__)
        1    0.000    0.000    0.049    0.049 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\__init__.py:1(<module>)
      378    0.048    0.000    0.048    0.000 {built-in method torch.randperm}
     2050    0.023    0.000    0.048    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\shape_base.py:383(stack)
    10241    0.047    0.000    0.047    0.000 {built-in method torch.from_numpy}
    19508    0.044    0.000    0.044    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
     8192    0.044    0.000    0.044    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
     2116    0.008    0.000    0.043    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\fromnumeric.py:2955(prod)
      378    0.003    0.000    0.043    0.000 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\utils.py:141(forward)
      567    0.043    0.000    0.043    0.000 {built-in method torch.matmul}
      252    0.030    0.000    0.043    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\optim\adam.py:80(_init_group)
       67    0.001    0.000    0.042    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_compile.py:20(inner)
     2111    0.042    0.000    0.042    0.000 {built-in method torch.log}
81498/80627    0.027    0.000    0.041    0.000 {built-in method builtins.isinstance}
  287/169    0.002    0.000    0.038    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_unsafe_cache.py:24(wrapped_f)
        1    0.000    0.000    0.037    0.037 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\mujoco_env.py:1(<module>)
       63    0.012    0.000    0.037    0.001 I:\Programming\CleanRL\cleanrl\cleanrl\my_files\causal_disentanglement.py:90(_step_exp_avg)
       23    0.000    0.000    0.036    0.002 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_fields.py:256(_try_field_list_from_callable)
     1386    0.036    0.000    0.036    0.000 {method 'mean' of 'torch._C.TensorBase' objects}
    73935    0.036    0.000    0.036    0.000 {method 'dim' of 'torch._C.TensorBase' objects}
     4319    0.009    0.000    0.035    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\utils.py:158(_flatten_box_multibinary)
        3    0.001    0.000    0.035    0.012 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_fields.py:400(_field_list_from_dataclass)
     4349    0.035    0.000    0.035    0.000 {method 'unbind' of 'torch._C.TensorBase' objects}
       21    0.000    0.000    0.035    0.002 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_fields.py:179(is_nested_type)
      386    0.000    0.000    0.034    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\zipfile.py:935(_update_crc)
    34969    0.034    0.000    0.034    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\weakref.py:415(__getitem__)
      378    0.002    0.000    0.034    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\modules\normalization.py:286(forward)
      252    0.034    0.000    0.034    0.000 {built-in method torch._foreach_sqrt}
        1    0.000    0.000    0.033    0.033 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\mujoco\__init__.py:1(<module>)
32795/4099    0.033    0.000    0.033    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\core.py:332(action_space)
    10644    0.020    0.000    0.033    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\autograd\grad_mode.py:183(__init__)
     5259    0.015    0.000    0.032    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\autograd\grad_mode.py:83(__exit__)
     5259    0.015    0.000    0.032    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\autograd\grad_mode.py:79(__enter__)
       32    0.000    0.000    0.032    0.001 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\tyro\_docstrings.py:157(get_field_docstring)
      378    0.003    0.000    0.032    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\functional.py:2549(group_norm)
    16506    0.021    0.000    0.031    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\optim\optimizer.py:84(_get_value)
        1    0.000    0.000    0.030    0.030 I:/Programming/CleanRL/cleanrl/cleanrl/ppo_continuous_action.py:145(__init__)
     2050    0.015    0.000    0.030    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\vector\vector_env.py:274(_add_info)
     2048    0.010    0.000    0.029    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\vector\sync_vector_env.py:131(step_async)
3009/2385    0.014    0.000    0.029    0.000 C:\Users\vries\AppData\Local\Programs\Python\Python310\lib\copy.py:128(deepcopy)
     6256    0.028    0.000    0.028    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\_methods.py:108(_clip_dep_invoke_with_casting)
     2174    0.013    0.000    0.028    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\functional.py:47(broadcast_tensors)
     8129    0.017    0.000    0.028    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\utils.py:61(_flatdim_box_multibinary)
     6368    0.010    0.000    0.027    0.000 <__array_function__ internals>:177(copy)
      378    0.027    0.000    0.027    0.000 {built-in method torch.group_norm}
        1    0.000    0.000    0.027    0.027 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\walker2d_v4.py:158(__init__)
        1    0.000    0.000    0.027    0.027 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\envs\mujoco\mujoco_env.py:315(__init__)
       69    0.001    0.000    0.026    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\_dynamo\eval_frame.py:454(_fn)
    20578    0.023    0.000    0.026    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\spaces\dict.py:109(<genexpr>)
      112    0.001    0.000    0.025    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\gymnasium\wrappers\record_episode_statistics.py:71(reset)
      109    0.001    0.000    0.025    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\arrayprint.py:1571(_array_str_implementation)
      252    0.008    0.000    0.024    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\optim\adam.py:565(<listcomp>)
      109    0.001    0.000    0.024    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\numpy\core\arrayprint.py:561(array2string)
      126    0.001    0.000    0.024    0.000 C:\Users\vries\AppData\Local\pypoetry\Cache\virtualenvs\cleanrl-qzM2UssE-py3.10\lib\site-packages\torch\nn\functional.py:3130(binary_cross_entropy_with_logits)
